fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,long_diff,lat_diff,year,month,day,hour,weekday,time_of_day,distance,cost_per_km,Country,State,City,Area,max_temp,min_temp,precipitation,snow
8.5,-73.981695,40.768263,-73.97242,40.747313,1,0.0092750000000023,0.0209499999999991,2011,10,24,21,0,night,2454.775590390044,3.462638309292223,United States,New York,New York,Manhattan,16.1,10.0,0.0,0.0
6.9,-73.988911,40.755655,-73.977408,40.738861,1,0.0115030000000047,0.0167939999999973,2009,2,23,8,0,morning rush hour,2102.8236787776436,3.281302217412218,United States,New York,New York,Manhattan,1.1,-4.4,0.0,0.0
5.7,-73.985922,40.763777000000005,-73.968773,40.759997,1,0.0171490000000034,0.0037800000000061,2011,3,26,22,5,night,1507.630284995511,3.780767776243611,United States,New York,New York,Manhattan,4.4,-3.3,0.0,0.0
4.9,-73.964835,40.759822,-73.97535500000001,40.751755,1,0.0105200000000138,0.0080669999999969,2011,4,29,12,4,afternoon,1261.6272914656674,3.883872862569051,United States,New York,New York,Manhattan,20.6,12.2,0.0,0.0
4.5,-73.977522,40.784181,-73.980868,40.774682,1,0.0033460000000076,0.0094989999999981,2010,1,4,19,0,night,1092.021249036836,4.120798934974026,United States,New York,New York,Manhattan,-1.1,-7.2,0.0,0.0
5.7,-73.97962,40.759751,-73.969301,40.766452,1,0.0103189999999955,0.0067009999999996,2011,11,29,9,1,morning rush hour,1145.816948947837,4.9746165870858405,United States,New York,New York,Manhattan,18.9,10.6,11.9,0.0
7.7,-73.98369,40.770812,-73.969797,40.760688,1,0.0138929999999959,0.0101239999999975,2011,4,22,14,4,afternoon,1624.7899021223325,4.739074258119224,United States,New York,New York,Manhattan,10.6,4.4,0.0,0.0
6.5,-73.978763,40.750352,-73.999338,40.738364,1,0.0205749999999937,0.0119880000000023,2010,3,29,17,0,evening rush hour,2189.069189300459,2.9692985638691236,United States,New York,New York,Manhattan,11.7,8.9,40.1,0.0
9.0,-73.981998,40.773077,-73.992165,40.746547,1,0.0101669999999955,0.026530000000001,2014,8,5,0,1,clubbing,3068.6717226448277,2.93286503524824,United States,New York,New York,Manhattan,32.2,21.7,0.0,0.0
5.3,-73.978127,40.757573,-73.979662,40.764468,1,0.001535000000004,0.006895,2009,4,22,16,2,evening rush hour,776.5776215625065,6.824816802390184,United States,New York,New York,Manhattan,13.3,8.3,1.0,0.0
6.1,-73.983683,40.762265,-73.992112,40.770623,1,0.0084290000000066,0.0083580000000011,2009,11,24,17,1,evening rush hour,1169.5906608671671,5.215499921551434,United States,New York,New York,Manhattan,14.4,8.9,0.0,0.0
4.5,-73.995007,40.754982,-74.005385,40.751047,1,0.0103780000000028,0.0039349999999984,2011,7,27,9,2,morning rush hour,979.3048095560024,4.595096395003116,United States,New York,New York,Manhattan,28.9,20.0,0.0,0.0
8.5,-73.986017,40.762742,-73.96185,40.759852,3,0.0241670000000056,0.0028900000000007,2014,10,29,21,2,night,2065.6956291807373,4.1148366099661695,United States,New York,New York,Manhattan,22.2,10.6,0.0,0.0
6.9,-73.993655,40.736082,-73.973198,40.753075,1,0.0204570000000074,0.0169929999999993,2010,4,1,7,3,morning rush hour,2558.5549143751064,2.6968348270473745,United States,New York,New York,Manhattan,21.1,8.9,0.0,0.0
8.9,-73.991383,40.739093,-73.987342,40.765325,2,0.0040410000000008,0.0262320000000002,2011,2,19,12,5,afternoon,2932.9616250565086,3.03447543396635,United States,New York,New York,Manhattan,12.2,-5.0,0.0,0.0
14.1,-73.9521,40.7772,-73.9889,40.7412,1,0.0367999999999995,0.0360000000000013,2011,11,3,14,3,afternoon,5063.419926579801,2.7846791702943268,United States,New York,New York,Manhattan,15.0,7.8,0.0,0.0
10.9,-73.981535,40.752487,-73.997658,40.724418,1,0.0161230000000074,0.0280690000000021,2010,3,24,15,2,evening rush hour,3401.549605751308,3.204421885122705,United States,New York,New York,Manhattan,15.6,6.1,0.0,0.0
6.5,-73.96566999999999,40.758697,-73.956675,40.770607,1,0.0089949999999845,0.0119100000000003,2010,1,12,19,1,night,1525.148305027848,4.261880617492681,United States,New York,New York,Manhattan,1.7,-4.4,0.0,0.0
4.9,-73.98044,40.738442,-73.985548,40.727718,1,0.0051079999999927,0.0107239999999961,2010,6,18,17,4,evening rush hour,1266.6477001191806,3.868478977650181,United States,New York,New York,Manhattan,30.0,15.6,0.0,0.0
6.9,-73.98514200000001,40.72357,-73.981421,40.740085,1,0.0037210000000129,0.0165149999999982,2010,12,9,19,3,night,1860.7122070268904,3.7082575015859423,United States,New York,New York,Manhattan,-1.1,-5.0,0.0,0.0
6.5,-73.962528,40.767265,-73.971885,40.762132,1,0.0093569999999942,0.0051330000000007,2014,7,11,9,4,morning rush hour,974.2131748841164,6.672051012626864,United States,New York,New York,Manhattan,30.0,21.7,0.0,0.0
9.5,-73.999404,40.733719,-73.982639,40.731162,1,0.0167649999999923,0.002557000000003,2014,2,22,21,5,night,1444.4006098087432,6.577122673229776,United States,New York,New York,Manhattan,12.2,4.4,0.0,0.0
6.1,-73.981995,40.747202,-73.978412,40.729667,2,0.0035829999999918,0.0175350000000023,2011,4,17,3,6,early morning,1970.6202386286805,3.0954721160505696,United States,New York,New York,Manhattan,16.1,10.0,8.4,0.0
15.0,-73.991325,40.750262,-73.94875400000001,40.776619,1,0.0425709999999952,0.0263569999999973,2014,8,28,23,3,clubbing,4635.438589572795,3.235939752010049,United States,New York,New York,Manhattan,27.8,18.9,0.0,0.0
10.0,-73.9781951904297,40.75239181518555,-73.95597839355469,40.78498458862305,1,0.0222167968750142,0.0325927734375,2015,4,25,21,5,night,4076.579462639895,2.453036937375002,United States,New York,New York,Manhattan,16.7,3.3,0.0,0.0
9.0,-73.991505,40.749937,-73.983554,40.7632,2,0.0079510000000055,0.0132629999999949,2014,8,5,19,1,night,1618.663328890645,5.560143261025239,United States,New York,New York,Manhattan,32.2,21.7,0.0,0.0
7.3,-73.991389,40.74975,-73.966417,40.762037,1,0.0249719999999911,0.0122870000000006,2009,7,28,6,1,early morning,2511.694154072294,2.906404821687491,United States,New York,New York,Manhattan,29.4,21.7,0.0,0.0
6.5,-73.98846435546875,40.7459373474121,-74.0009994506836,40.73087310791016,1,0.0125350952148437,0.0150642395019389,2015,4,23,22,3,night,1979.7834622946164,3.283187340329808,United States,New York,New York,Manhattan,11.1,5.0,0.0,0.0
9.3,-73.969898,40.756428,-74.000088,40.747842,1,0.0301900000000046,0.008586000000001,2009,10,18,20,6,night,2721.987943602137,3.416620570219303,United States,New York,New York,Manhattan,7.2,5.0,7.4,0.0
8.9,-73.960287,40.763317,-73.981858,40.77554,1,0.0215710000000086,0.0122229999999987,2009,10,18,13,6,afternoon,2271.376615080696,3.918328621026068,United States,New York,New York,Manhattan,7.2,5.0,7.4,0.0
11.3,-73.97864799999999,40.752283,-73.990976,40.726793,1,0.0123280000000107,0.0254899999999977,2011,8,12,22,4,night,3016.0878767930662,3.746575186666981,United States,New York,New York,Manhattan,28.9,17.8,0.0,0.0
7.7,-73.991156,40.750033,-73.974225,40.731833,1,0.0169309999999995,0.0182000000000002,2010,7,5,20,0,night,2475.856311238179,3.110035087678097,United States,New York,New York,Manhattan,37.2,24.4,0.0,0.0
6.9,-73.97591,40.744657,-73.996762,40.741347,1,0.0208520000000049,0.003309999999999,2009,7,31,23,4,clubbing,1799.1322313191818,3.835182250579046,United States,New York,New York,Manhattan,29.4,19.4,18.0,0.0
7.5,-73.98024000000001,40.751397,-73.96143199999999,40.756257,1,0.0188080000000212,0.0048600000000007,2014,5,5,20,0,night,1677.4778389630765,4.470997962414861,United States,New York,New York,Manhattan,21.1,10.0,0.0,0.0
6.1,-73.983863,40.749342,-73.98199,40.732837,2,0.0018730000000033,0.0165049999999951,2010,7,1,5,3,early morning,1839.6769222841656,3.3157995983480424,United States,New York,New York,Manhattan,25.0,16.7,0.0,0.0
13.0,-73.98051,40.763547,-74.001772,40.735767,1,0.0212620000000072,0.0277799999999999,2014,1,12,13,6,afternoon,3569.478205898851,3.641988898690137,United States,New York,New York,Manhattan,12.2,3.3,1.3,0.0
10.1,-73.99632700000001,40.723992,-73.972408,40.75394,2,0.0239190000000064,0.0299479999999974,2009,8,31,11,0,afternoon,3891.276038693199,2.5955496088095225,United States,New York,New York,Manhattan,22.2,16.7,0.0,0.0
9.5,-73.97616500000001,40.755955,-73.994067,40.735321,1,0.0179019999999923,0.0206340000000011,2014,1,3,19,4,night,2745.264772146827,3.460504100145829,United States,New York,New York,Manhattan,-7.7,-12.7,7.4,84.0
6.5,-73.965811,40.752849,-73.954093,40.766468,1,0.0117180000000018,0.0136190000000055,2014,9,14,7,6,morning rush hour,1807.302204582798,3.596520816229777,United States,New York,New York,Manhattan,21.7,11.7,0.0,0.0
3.5,-73.98812866210938,40.73177337646485,-73.9847640991211,40.736473083496094,1,0.0033645629882812,0.0046997070312428,2015,1,5,19,0,night,594.2667411332556,5.889611108515959,United States,New York,New York,Manhattan,9.4,-6.0,0.0,0.0
5.5,-73.9968032836914,40.727012634277344,-73.98580169677734,40.73261642456055,1,0.0110015869140625,0.0056037902832031,2015,1,22,18,3,evening rush hour,1118.4878570548888,4.917353340323383,United States,New York,New York,Manhattan,4.4,-0.5,0.0,0.0
6.1,-73.987533,40.755387,-73.978691,40.740875,1,0.0088420000000013,0.0145119999999963,2011,1,2,2,6,clubbing,1776.1491102025525,3.434396338100439,United States,New York,New York,Manhattan,11.1,1.7,0.3,0.0
7.7,-73.976619,40.755990999999995,-73.991803,40.749348,1,0.0151840000000049,0.0066429999999968,2011,4,16,12,5,afternoon,1479.3316951324734,5.2050530826424755,United States,New York,New York,Manhattan,12.8,5.0,36.8,0.0
10.1,-73.992695,40.725584999999995,-73.963732,40.718415,5,0.0289630000000045,0.007169999999995,2010,8,11,23,2,clubbing,2573.2967160048815,3.924926316185001,United States,New York,New York,Manhattan,33.9,24.4,0.0,0.0
20.5,-74.00468444824219,40.721504211425774,-73.98078155517578,40.77486801147461,5,0.0239028930664062,0.0533638000488352,2015,4,11,13,5,afternoon,6260.403153303732,3.274549497532242,United States,New York,New York,Manhattan,13.9,6.7,0.0,0.0
22.5,-73.970875,40.76275,-74.004582,40.752371999999994,2,0.0337069999999926,0.0103780000000028,2014,2,1,6,5,early morning,3070.776508276287,7.327136943818123,United States,New York,New York,Manhattan,7.2,2.2,0.0,0.0
10.9,-73.96503299999999,40.772326,-73.98925200000001,40.736574,1,0.0242190000000164,0.0357520000000022,2011,5,16,14,0,afternoon,4466.052145803215,2.440634288214216,United States,New York,New York,Manhattan,16.7,11.7,4.3,0.0
5.3,-73.9677,40.7628,-73.9787,40.7476,1,0.0110000000000098,0.0152000000000001,2011,6,11,18,5,evening rush hour,1926.6621666601784,2.750871476958215,United States,New York,New York,Manhattan,22.2,15.0,14.0,0.0
9.5,-73.98749699999999,40.733167,-73.977447,40.758647,1,0.0100499999999925,0.0254800000000017,2014,10,4,11,5,afternoon,2954.0969375911386,3.215872803330073,United States,New York,New York,Manhattan,20.6,11.1,30.0,0.0
4.9,-73.993178,40.733395,-73.994861,40.742051,2,0.0016829999999998,0.0086559999999948,2010,7,11,21,6,night,971.6940131957864,5.042739724087094,United States,New York,New York,Manhattan,34.4,21.7,0.0,0.0
5.7,-74.00670699999999,40.744463,-73.986868,40.736615,1,0.0198389999999903,0.0078480000000027,2011,5,16,18,0,evening rush hour,1888.771332000135,3.0178348767947054,United States,New York,New York,Manhattan,16.7,11.7,4.3,0.0
4.1,-73.994912,40.740003,-73.988805,40.743408,4,0.006107,0.0034050000000007,2009,4,16,20,3,night,639.5624868028951,6.410632400432776,United States,New York,New York,Manhattan,17.8,6.7,0.0,0.0
8.1,-74.001882,40.75599,-73.991244,40.749689,2,0.0106380000000001,0.0063010000000005,2010,2,15,13,0,afternoon,1138.7136863352666,7.113289404703924,United States,New York,New York,Manhattan,4.4,-2.8,0.3,0.0
10.5,-73.9852066040039,40.76380157470703,-73.9524688720703,40.78963851928711,1,0.0327377319336079,0.0258369445800781,2015,4,23,6,3,early morning,3983.726063713362,2.635723398664768,United States,New York,New York,Manhattan,11.1,5.0,0.0,0.0
7.0,-73.97058868408203,40.7837028503418,-73.98343658447266,40.779258728027344,1,0.012847900390625,0.0044441223144531,2015,1,8,18,3,evening rush hour,1191.5325167722167,5.874787218533104,United States,New York,New York,Manhattan,-6.0,-13.2,0.0,0.0
13.3,-73.959017,40.771196999999994,-73.979793,40.750723,2,0.0207759999999979,0.0204739999999929,2010,12,10,11,4,afternoon,2871.742390301109,4.631334636741378,United States,New York,New York,Manhattan,3.3,-5.6,0.0,0.0
6.0,-73.97681800000001,40.756037,-73.96409,40.757701,2,0.0127280000000098,0.0016639999999981,2014,11,2,16,6,evening rush hour,1090.5671091863596,5.501724698516193,United States,New York,New York,Manhattan,8.9,5.0,0.0,0.0
10.1,-73.992497,40.749328000000006,-73.962558,40.762283,1,0.0299389999999988,0.0129549999999909,2010,7,1,22,3,night,2908.8608229765787,3.4721496196111827,United States,New York,New York,Manhattan,25.0,16.7,0.0,0.0
5.3,-73.987088,40.754195,-73.984782,40.742734000000006,1,0.0023060000000043,0.011460999999997,2011,9,4,8,6,morning rush hour,1287.5472024878482,4.116353940080128,United States,New York,New York,Manhattan,30.0,22.2,0.0,0.0
6.0,-73.964325,40.76134,-73.975542,40.751612,1,0.011217000000002,0.0097279999999955,2014,8,30,12,5,afternoon,1436.7410264449743,4.176117956933551,United States,New York,New York,Manhattan,26.7,18.3,0.0,0.0
5.5,-73.9559326171875,40.7724838256836,-73.94693756103516,40.77776336669922,1,0.0089950561523437,0.0052795410156178,2015,3,24,13,1,afternoon,959.3618226479026,5.732977767261609,United States,New York,New York,Manhattan,7.2,-3.2,0.0,0.0
5.5,-73.997805,40.73598,-73.983405,40.738842,5,0.0143999999999948,0.0028620000000003,2014,2,1,2,5,clubbing,1257.17897499938,4.374874309366104,United States,New York,New York,Manhattan,7.2,2.2,0.0,0.0
8.9,-73.99197,40.75026,-73.997222,40.719355,2,0.0052519999999987,0.030904999999997,2010,12,13,19,0,night,3460.5185075411837,2.5718689209738557,United States,New York,New York,Manhattan,9.4,-6.1,1.0,0.0
9.3,-73.98704000000001,40.761095000000005,-73.9753,40.789751,1,0.0117400000000031,0.028655999999998,2010,8,17,16,1,evening rush hour,3333.0005049472093,2.7902786051774995,United States,New York,New York,Manhattan,32.8,23.3,0.0,0.0
9.7,-73.984937,40.769185,-73.957203,40.764868,5,0.0277339999999952,0.0043170000000003,2010,4,29,18,3,evening rush hour,2390.1725448443317,4.058284420061291,United States,New York,New York,Manhattan,20.6,7.2,0.0,0.0
8.0,-73.974325,40.746827,-73.993338,40.736297,3,0.019013000000001,0.0105300000000028,2014,3,24,15,0,evening rush hour,1986.5205884556672,4.027141750501184,United States,New York,New York,Manhattan,1.7,-6.0,0.0,0.0
11.3,-73.98861099999999,40.761787,-73.976569,40.788037,1,0.0120419999999938,0.0262500000000045,2009,4,3,11,4,afternoon,3087.2296330534464,3.6602395490819566,United States,New York,New York,Manhattan,16.1,8.9,23.1,0.0
6.9,-73.958833,40.771566,-73.968417,40.786402,1,0.0095840000000038,0.0148360000000025,2009,12,7,15,0,evening rush hour,1835.4583664879865,3.759278949597009,United States,New York,New York,Manhattan,3.9,0.0,0.0,0.0
6.9,-73.988037,40.775125,-73.977117,40.765407,1,0.0109199999999987,0.0097179999999994,2009,11,3,15,1,evening rush hour,1419.3653704469878,4.861327564887008,United States,New York,New York,Manhattan,15.6,6.1,0.0,0.0
12.5,-73.994834,40.765612,-73.99190899999999,40.722048,1,0.0029250000000047,0.0435639999999963,2009,8,31,0,0,clubbing,4844.040636519412,2.5804903257338534,United States,New York,New York,Manhattan,22.2,16.7,0.0,0.0
6.5,-73.97694399999999,40.751903000000006,-73.994189,40.745284000000005,1,0.0172450000000168,0.0066190000000005,2009,4,21,21,1,night,1631.3814441553131,3.984353275125996,United States,New York,New York,Manhattan,15.0,8.9,2.3,0.0
8.1,-73.99140799999999,40.747827,-73.973508,40.735952000000005,1,0.0178999999999973,0.0118749999999963,2011,4,5,23,1,clubbing,2006.1816945223215,4.03752064038678,United States,New York,New York,Manhattan,19.4,5.0,4.1,0.0
8.5,-73.993753,40.73313,-74.00113,40.721412,2,0.0073770000000052,0.0117180000000018,2014,4,14,13,0,afternoon,1442.8087875677068,5.89128654693692,United States,New York,New York,Manhattan,23.9,15.0,0.0,0.0
8.5,-73.963247,40.754392,-73.95978000000001,40.779446,1,0.0034669999999863,0.0250539999999972,2009,5,31,22,6,night,2797.5882229240515,3.0383313492490194,United States,New York,New York,Manhattan,27.2,13.9,0.0,0.0
7.5,-73.992985,40.722612,-73.9842,40.729137,1,0.0087850000000031,0.0065250000000034,2014,5,31,15,5,evening rush hour,1037.2401091922304,7.230726939243374,United States,New York,New York,Manhattan,22.8,13.9,1.3,0.0
8.0,-73.962163,40.773227,-73.973653,40.763455,1,0.0114899999999948,0.0097719999999981,2014,1,24,9,4,morning rush hour,1455.5684822704848,5.496134395216576,United States,New York,New York,Manhattan,-6.6,-12.1,0.0,0.0
13.7,-74.0059,40.7359,-73.9726,40.7806,2,0.033299999999997,0.0446999999999988,2011,11,21,18,0,evening rush hour,5705.012536850514,2.4013970015854103,United States,New York,New York,Manhattan,15.0,7.8,3.0,0.0
6.1,-73.978525,40.758975,-73.989182,40.746167,1,0.0106569999999948,0.0128079999999997,2010,3,8,16,0,evening rush hour,1683.1334634716404,3.6241926932033697,United States,New York,New York,Manhattan,16.1,5.0,0.0,0.0
14.9,-74.001797,40.730338,-73.98140500000001,40.769133,1,0.0203919999999868,0.0387949999999932,2010,5,25,18,1,evening rush hour,4639.609158569112,3.211477409143503,United States,New York,New York,Manhattan,27.8,16.1,0.0,0.0
7.3,-73.991015,40.734163,-73.97263199999999,40.746181,2,0.0183830000000142,0.0120179999999976,2009,5,16,1,5,clubbing,2047.4476691754144,3.565414691619439,United States,New York,New York,Manhattan,21.7,14.4,4.1,0.0
4.9,-73.96106,40.780527,-73.969174,40.766886,1,0.0081139999999919,0.0136409999999997,2010,5,17,19,0,night,1662.5066274373016,2.9473566716261375,United States,New York,New York,Manhattan,23.3,12.8,0.0,0.0
6.5,-73.99313000000001,40.727758,-73.993873,40.735033,1,0.0007429999999857,0.0072749999999999,2014,8,27,10,2,morning rush hour,810.3139474964515,8.021582276946384,United States,New York,New York,Manhattan,32.2,21.1,0.0,0.0
6.9,-73.998091,40.760727,-73.981961,40.763605,1,0.0161300000000039,0.0028779999999954,2010,9,23,7,3,morning rush hour,1398.9632699144568,4.932223846321511,United States,New York,New York,Manhattan,27.2,18.9,0.0,0.0
7.5,-73.99432,40.75101,-73.987,40.76622,5,0.007320000000007,0.0152099999999961,2014,6,17,15,1,evening rush hour,1798.6054199789658,4.169897364196595,United States,New York,New York,Manhattan,31.7,21.7,0.0,0.0
3.5,-73.953487,40.785017,-73.95555300000001,40.779732,2,0.0020660000000134,0.0052850000000006,2014,8,15,9,4,morning rush hour,612.2598116992617,5.7165274171533875,United States,New York,New York,Manhattan,22.8,16.1,0.0,0.0
5.3,-74.000562,40.745823,-73.987463,40.741588,3,0.0130989999999968,0.0042350000000013,2010,3,26,6,4,early morning,1202.1537260268417,4.408753959875563,United States,New York,New York,Manhattan,11.1,1.1,3.6,0.0
7.7,-74.00636999999999,40.739182,-73.999015,40.724113,1,0.0073549999999897,0.0150689999999968,2009,9,11,23,4,clubbing,1785.0154201226403,4.31368822543335,United States,New York,New York,Manhattan,18.9,13.3,21.3,0.0
8.1,-73.997908,40.72937,-73.97611500000001,40.740120000000005,5,0.0217929999999881,0.0107500000000015,2011,8,16,12,1,afternoon,2194.0761383806466,3.691758849343425,United States,New York,New York,Manhattan,25.6,18.3,0.5,0.0
7.3,-73.97398299999999,40.762818,-73.99041,40.750928,1,0.0164270000000072,0.011890000000001,2010,2,14,15,6,evening rush hour,1915.0949951367636,3.8118213553571954,United States,New York,New York,Manhattan,3.9,-2.2,0.0,0.0
7.7,-73.976428,40.751607,-73.982493,40.768255,1,0.0060650000000066,0.0166480000000035,2011,10,3,19,0,night,1918.3701525709737,4.013823916974816,United States,New York,New York,Manhattan,14.4,8.9,1.3,0.0
4.9,-73.989632,40.757453000000005,-73.979415,40.771359999999994,5,0.0102169999999972,0.013906999999989,2010,3,21,14,6,afternoon,1768.9672917368434,2.7699777281856823,United States,New York,New York,Manhattan,17.8,10.6,0.0,0.0
5.5,-73.98796844482422,40.72811126708984,-73.9796142578125,40.73555374145508,1,0.0083541870117187,0.0074424743652414,2015,1,25,0,6,clubbing,1086.7881508081837,5.060783921788214,United States,New York,New York,Manhattan,5.6,-0.5,0.0,0.0
8.5,-73.960584,40.769786,-73.97495699999999,40.756615,1,0.0143729999999919,0.0131710000000069,2014,11,24,8,0,morning rush hour,1900.5514185229847,4.472386233362622,United States,New York,New York,Manhattan,20.6,11.7,17.8,0.0
9.5,-73.980699,40.760546999999995,-73.957008,40.770411,1,0.0236909999999994,0.0098640000000074,2009,4,2,18,3,evening rush hour,2280.583600955209,4.165600417376052,United States,New York,New York,Manhattan,17.8,6.7,0.3,0.0
5.5,-73.95633199999999,40.781621,-73.96048,40.769685,1,0.0041480000000149,0.0119359999999986,2014,1,4,17,5,evening rush hour,1370.9628349531447,4.0117790648846965,United States,New York,New York,Manhattan,-1.6,-13.2,0.0,0.0
8.0,-73.981705,40.756091999999995,-73.980523,40.735352,3,0.001182,0.0207399999999964,2014,3,21,20,4,night,2305.3186801368875,3.470236054099457,United States,New York,New York,Manhattan,10.6,3.9,0.0,0.0
6.0,-73.980386,40.748571000000005,-73.97538399999999,40.758179,1,0.0050020000000046,0.0096079999999929,2014,12,19,8,4,morning rush hour,1147.533589064279,5.228605120737697,United States,New York,New York,Manhattan,3.3,-0.5,0.0,0.0
12.0,-73.98233795166014,40.77286529541016,-73.98605346679686,40.75615310668945,1,0.0037155151367187,0.0167121887207102,2015,6,11,11,3,afternoon,1882.206149074745,6.375497182335186,United States,New York,New York,Manhattan,31.7,22.2,0.0,0.0
4.5,-73.960515,40.781483,-73.97486500000001,40.787827,1,0.0143500000000074,0.0063439999999985,2011,8,26,2,4,clubbing,1401.2396478336366,3.2114421019681756,United States,New York,New York,Manhattan,28.3,21.7,0.0,0.0
9.7,-73.977871,40.753153999999995,-73.991016,40.765871999999995,1,0.0131450000000086,0.0127179999999995,2010,6,8,9,1,morning rush hour,1796.298228263007,5.399994192155805,United States,New York,New York,Manhattan,23.9,14.4,0.0,0.0
5.3,-73.991925,40.738473,-74.000162,40.726708,2,0.0082370000000082,0.0117649999999969,2009,2,18,18,2,evening rush hour,1480.226461439151,3.580533207633021,United States,New York,New York,Manhattan,6.7,0.0,8.1,0.0
9.0,-73.97578430175781,40.74907684326172,-73.96541595458984,40.7688102722168,3,0.0103683471679687,0.0197334289550781,2015,3,18,11,2,afternoon,2359.80523373012,3.813874073740311,United States,New York,New York,Manhattan,3.9,-1.6,0.0,0.0
7.3,-73.99987,40.734612,-73.988247,40.720126,1,0.0116230000000001,0.014485999999998,2011,5,1,22,6,night,1884.6556233656245,3.873386686403554,United States,New York,New York,Manhattan,20.6,10.0,0.0,0.0
4.5,-73.981037,40.753147,-73.985888,40.749663,4,0.0048510000000021,0.0034840000000002,2010,10,27,12,2,afternoon,563.4863097302219,7.985997037185246,United States,New York,New York,Manhattan,23.9,18.3,4.8,0.0
5.3,-73.990978,40.766043,-73.99884499999999,40.754358,1,0.0078669999999902,0.0116849999999999,2011,10,3,12,0,afternoon,1457.7612050627076,3.6357120642211167,United States,New York,New York,Manhattan,14.4,8.9,1.3,0.0
6.9,-73.978442,40.75527,-73.95843,40.760363,1,0.0200119999999941,0.0050929999999951,2009,11,24,12,1,afternoon,1781.994480892573,3.87206586439252,United States,New York,New York,Manhattan,14.4,8.9,0.0,0.0
12.9,-73.983848,40.780378000000006,-73.989612,40.741614,1,0.0057639999999992,0.0387640000000075,2010,5,21,13,4,afternoon,4332.141310181489,2.9777422009947254,United States,New York,New York,Manhattan,29.4,16.1,0.0,0.0
8.0,-73.955115,40.77309,-73.96616,40.757898,1,0.0110449999999957,0.015192000000006,2014,10,26,14,6,afternoon,1927.6526651877573,4.150125250505533,United States,New York,New York,Manhattan,17.2,11.7,0.0,0.0
12.0,-73.99167,40.726977000000005,-73.97348199999999,40.762625,5,0.0181880000000091,0.0356479999999947,2014,3,12,7,2,morning rush hour,4246.271136261345,2.826008894609936,United States,New York,New York,Manhattan,13.3,0.0,8.9,0.0
15.5,-73.997343,40.72208,-73.948127,40.72478,2,0.0492160000000012,0.0027000000000043,2014,10,3,19,4,night,4168.8535835004905,3.7180485448915688,United States,New York,New York,Manhattan,21.7,13.3,0.0,0.0
7.3,-73.99112,40.749853,-74.002078,40.760687,4,0.0109580000000022,0.0108339999999955,2010,4,1,23,3,clubbing,1517.810253404923,4.809560341039874,United States,New York,New York,Manhattan,21.1,8.9,0.0,0.0
7.5,-73.98486,40.750462,-73.99265,40.735548,1,0.0077899999999999,0.0149139999999974,2014,10,15,8,2,morning rush hour,1782.0904490873966,4.208540595591391,United States,New York,New York,Manhattan,25.0,20.6,17.5,0.0
7.7,-73.959177,40.783097999999995,-73.979597,40.77133,1,0.0204200000000014,0.0117679999999964,2009,3,12,18,3,evening rush hour,2163.177787136318,3.5595779717179417,United States,New York,New York,Manhattan,6.7,0.0,0.0,0.0
4.5,-73.952851,40.783355,-73.960665,40.775968,1,0.0078140000000104,0.0073870000000013,2014,6,1,21,6,night,1052.6278682555676,4.275015070100201,United States,New York,New York,Manhattan,25.0,12.8,0.0,0.0
8.9,-73.975689,40.745177000000005,-74.00394200000001,40.733363,1,0.0282530000000065,0.0118140000000082,2011,3,22,10,1,morning rush hour,2723.258109027324,3.2681441287175113,United States,New York,New York,Manhattan,10.0,4.4,0.0,0.0
5.3,-73.964735,40.773123,-73.950367,40.783747,2,0.0143680000000046,0.0106239999999999,2010,5,20,20,3,night,1692.045402667697,3.1323036554716337,United States,New York,New York,Manhattan,26.1,12.8,0.0,0.0
7.5,-74.005044,40.719517,-73.988382,40.72034,1,0.0166619999999966,0.0008229999999969,2014,8,27,2,2,clubbing,1410.7411309439392,5.316354528475174,United States,New York,New York,Manhattan,32.2,21.1,0.0,0.0
9.5,-74.00133100000001,40.731077,-73.985541,40.759504,1,0.0157900000000097,0.0284270000000006,2014,12,19,0,4,clubbing,3426.9224616129054,2.7721666032469137,United States,New York,New York,Manhattan,3.3,-0.5,0.0,0.0
9.7,-73.979079,40.776576,-73.968071,40.760175,1,0.0110080000000039,0.0164010000000018,2010,11,24,20,2,night,2044.7463274769511,4.743864737475285,United States,New York,New York,Manhattan,10.0,5.0,0.0,0.0
8.5,-73.979089,40.764101,-73.95134499999999,40.773999,2,0.0277440000000126,0.0098980000000068,2010,4,21,11,2,afternoon,2587.448752671899,3.2850892181816445,United States,New York,New York,Manhattan,20.6,11.7,0.8,0.0
15.7,-73.972988,40.780245,-73.99426,40.735329,1,0.0212719999999961,0.0449160000000006,2010,5,6,21,3,night,5301.468246910263,2.961443748936926,United States,New York,New York,Manhattan,25.6,15.0,0.0,0.0
5.5,-74.005543,40.741101,-73.998059,40.733081,4,0.0074840000000051,0.0080200000000019,2014,5,3,5,5,early morning,1092.162632628089,5.035880038090352,United States,New York,New York,Manhattan,21.7,12.2,2.0,0.0
9.3,-73.958832,40.780933000000005,-73.974585,40.762518,1,0.0157530000000036,0.0184150000000045,2011,10,19,7,2,morning rush hour,2439.4013897139807,3.812410716503865,United States,New York,New York,Manhattan,16.7,15.6,28.4,0.0
